1, private, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
5482, taiga, minecraft:taiga, MONSTER, tconstruct:sky_slime, 80, 2, 4
5483, taiga, minecraft:taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
5484, taiga, minecraft:taiga, MONSTER, majruszsdifficulty:tank, 5, 1, 1
5485, taiga, minecraft:taiga, CREATURE, minecraft:sheep, 12, 4, 4
5486, taiga, minecraft:taiga, CREATURE, minecraft:pig, 10, 4, 4
5487, taiga, minecraft:taiga, CREATURE, minecraft:chicken, 10, 4, 4
5488, taiga, minecraft:taiga, CREATURE, minecraft:cow, 8, 4, 4
5489, taiga, minecraft:taiga, CREATURE, minecraft:wolf, 8, 4, 4
5490, taiga, minecraft:taiga, CREATURE, minecraft:rabbit, 5, 2, 3
5491, taiga, minecraft:taiga, CREATURE, minecraft:fox, 8, 1, 2
5492, taiga, minecraft:taiga, CREATURE, naturalist:bear, 8, 1, 2
5493, taiga, minecraft:taiga, CREATURE, naturalist:bluejay, 8, 1, 4
5494, taiga, minecraft:taiga, CREATURE, distantfriends:friend, 20, 1, 2
5495, taiga, minecraft:taiga, AMBIENT, minecraft:bat, 10, 8, 8
5496, taiga, minecraft:taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5497, taiga, minecraft:taiga, WATER_AMBIENT, tide:bluegill, 10, 2, 3
5498, taiga, minecraft:taiga, WATER_AMBIENT, tide:catfish, 8, 2, 2
5499, taiga, minecraft:taiga, WATER_AMBIENT, tide:clayfish, 6, 1, 2
5500, taiga, minecraft:taiga, WATER_AMBIENT, tide:pike, 8, 2, 2
5501, taiga, minecraft:taiga, WATER_AMBIENT, tide:trout, 10, 2, 3
5502, taiga, minecraft:taiga, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
5503, taiga, minecraft:taiga, RASCALS, friendsandfoes:rascal, 5, 1, 1
5504, forest, terralith:temperate_highlands, MONSTER, minecraft:spider, 80, 4, 4
5505, forest, terralith:temperate_highlands, MONSTER, minecraft:zombie, 80, 4, 4
5506, forest, terralith:temperate_highlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
5507, forest, terralith:temperate_highlands, MONSTER, minecraft:skeleton, 80, 4, 4
5508, forest, terralith:temperate_highlands, MONSTER, minecraft:creeper, 80, 4, 4
5509, forest, terralith:temperate_highlands, MONSTER, minecraft:slime, 80, 4, 4
5510, forest, terralith:temperate_highlands, MONSTER, minecraft:enderman, 10, 1, 4
5511, forest, terralith:temperate_highlands, MONSTER, minecraft:witch, 5, 1, 1
5512, forest, terralith:temperate_highlands, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
5513, forest, terralith:temperate_highlands, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
5514, forest, terralith:temperate_highlands, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
5515, forest, terralith:temperate_highlands, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
5516, forest, terralith:temperate_highlands, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
5517, forest, terralith:temperate_highlands, MONSTER, tconstruct:earth_slime, 80, 2, 4
5518, forest, terralith:temperate_highlands, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
5519, forest, terralith:temperate_highlands, MONSTER, tconstruct:sky_slime, 80, 2, 4
5520, forest, terralith:temperate_highlands, MONSTER, majruszsdifficulty:tank, 5, 1, 1
5521, forest, terralith:temperate_highlands, CREATURE, minecraft:sheep, 12, 4, 4
5522, forest, terralith:temperate_highlands, CREATURE, minecraft:chicken, 10, 4, 4
5523, forest, terralith:temperate_highlands, CREATURE, minecraft:cow, 8, 4, 4
5524, forest, terralith:temperate_highlands, CREATURE, minecraft:horse, 5, 1, 3
5525, forest, terralith:temperate_highlands, CREATURE, minecraft:donkey, 5, 1, 3
5526, forest, terralith:temperate_highlands, CREATURE, minecraft:wolf, 5, 4, 4
5527, forest, terralith:temperate_highlands, CREATURE, naturalist:bear, 8, 1, 2
5528, forest, terralith:temperate_highlands, CREATURE, naturalist:bluejay, 8, 1, 4
5529, forest, terralith:temperate_highlands, CREATURE, naturalist:boar, 15, 4, 4
5530, forest, terralith:temperate_highlands, CREATURE, naturalist:butterfly, 20, 3, 5
5531, forest, terralith:temperate_highlands, CREATURE, naturalist:canary, 8, 1, 4
5532, forest, terralith:temperate_highlands, CREATURE, naturalist:cardinal, 8, 1, 4
5533, forest, terralith:temperate_highlands, CREATURE, naturalist:deer, 8, 1, 3
5534, forest, terralith:temperate_highlands, CREATURE, naturalist:finch, 8, 1, 4
5535, forest, terralith:temperate_highlands, CREATURE, minecraft:fox, 6, 2, 4
5536, forest, terralith:temperate_highlands, CREATURE, distantfriends:friend, 20, 1, 2
5537, forest, terralith:temperate_highlands, CREATURE, naturalist:lizard, 15, 1, 2
5538, forest, terralith:temperate_highlands, CREATURE, minecraft:rabbit, 6, 2, 3
5539, forest, terralith:temperate_highlands, CREATURE, naturalist:robin, 8, 1, 4
5540, forest, terralith:temperate_highlands, CREATURE, naturalist:snail, 5, 1, 3
5541, forest, terralith:temperate_highlands, CREATURE, naturalist:snake, 5, 1, 1
5542, forest, terralith:temperate_highlands, AMBIENT, minecraft:bat, 10, 8, 8
5543, forest, terralith:temperate_highlands, AMBIENT, naturalist:firefly, 80, 2, 3
5544, forest, terralith:temperate_highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5545, forest, terralith:temperate_highlands, WATER_AMBIENT, tide:bass, 10, 2, 3
5546, forest, terralith:temperate_highlands, WATER_AMBIENT, tide:bluegill, 10, 2, 3
5547, forest, terralith:temperate_highlands, WATER_AMBIENT, tide:catfish, 8, 2, 2
5548, forest, terralith:temperate_highlands, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
5549, forest, terralith:temperate_highlands, WATER_AMBIENT, tide:pike, 8, 2, 2
5550, forest, terralith:temperate_highlands, WATER_AMBIENT, tide:trout, 10, 2, 3
5551, forest, terralith:temperate_highlands, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
5552, forest, terralith:temperate_highlands, RASCALS, friendsandfoes:rascal, 5, 1, 1
5553, private, minecraft:the_end, MONSTER, minecraft:enderman, 10, 4, 4
5554, private, minecraft:the_end, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
5555, private, minecraft:the_end, MONSTER, endermanoverhaul:end_enderman, 5, 1, 2
5556, private, minecraft:the_end, MONSTER, tconstruct:ender_slime, 10, 2, 4
5557, private, paradise_lost:tradewinds, MONSTER, paradise_lost:envoy, 50, 1, 3
5558, private, paradise_lost:tradewinds, CREATURE, paradise_lost:moa, 6, 5, 13
5559, jungle, terralith:tropical_jungle, MONSTER, minecraft:spider, 80, 4, 4
5560, jungle, terralith:tropical_jungle, MONSTER, minecraft:zombie, 80, 4, 4
5561, jungle, terralith:tropical_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
5562, jungle, terralith:tropical_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
5563, jungle, terralith:tropical_jungle, MONSTER, minecraft:slime, 80, 4, 4
5564, jungle, terralith:tropical_jungle, MONSTER, minecraft:enderman, 10, 1, 4
5565, jungle, terralith:tropical_jungle, MONSTER, minecraft:witch, 5, 1, 1
5566, jungle, terralith:tropical_jungle, MONSTER, minecraft:ocelot, 5, 1, 3
5567, jungle, terralith:tropical_jungle, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
5568, jungle, terralith:tropical_jungle, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
5569, jungle, terralith:tropical_jungle, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
5570, jungle, terralith:tropical_jungle, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
5571, jungle, terralith:tropical_jungle, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
5572, jungle, terralith:tropical_jungle, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
5573, jungle, terralith:tropical_jungle, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
5574, jungle, terralith:tropical_jungle, MONSTER, tconstruct:earth_slime, 80, 2, 4
5575, jungle, terralith:tropical_jungle, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
5576, jungle, terralith:tropical_jungle, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
5577, jungle, terralith:tropical_jungle, MONSTER, tconstruct:sky_slime, 80, 2, 4
5578, jungle, terralith:tropical_jungle, MONSTER, majruszsdifficulty:tank, 5, 1, 1
5579, jungle, terralith:tropical_jungle, CREATURE, minecraft:sheep, 12, 4, 4
5580, jungle, terralith:tropical_jungle, CREATURE, minecraft:pig, 10, 4, 4
5581, jungle, terralith:tropical_jungle, CREATURE, minecraft:chicken, 10, 4, 4
5582, jungle, terralith:tropical_jungle, CREATURE, minecraft:cow, 8, 4, 4
5583, jungle, terralith:tropical_jungle, CREATURE, minecraft:chicken, 10, 2, 2
5584, jungle, terralith:tropical_jungle, CREATURE, minecraft:parrot, 40, 1, 2
5585, jungle, terralith:tropical_jungle, CREATURE, minecraft:panda, 5, 1, 2
5586, jungle, terralith:tropical_jungle, CREATURE, minecraft:wolf, 8, 4, 4
5587, jungle, terralith:tropical_jungle, CREATURE, naturalist:coral_snake, 5, 1, 1
5588, jungle, terralith:tropical_jungle, CREATURE, distantfriends:friend, 20, 1, 2
5589, jungle, terralith:tropical_jungle, CREATURE, naturalist:hippo, 15, 3, 4
5590, jungle, terralith:tropical_jungle, CREATURE, naturalist:lizard, 15, 1, 2
5591, jungle, terralith:tropical_jungle, CREATURE, naturalist:tortoise, 6, 1, 3
5592, jungle, terralith:tropical_jungle, AMBIENT, minecraft:bat, 10, 8, 8
5593, jungle, terralith:tropical_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5594, jungle, terralith:tropical_jungle, WATER_AMBIENT, tide:bass, 10, 2, 3
5595, jungle, terralith:tropical_jungle, WATER_AMBIENT, tide:bluegill, 10, 2, 3
5596, jungle, terralith:tropical_jungle, WATER_AMBIENT, tide:guppy, 10, 2, 4
5597, jungle, terralith:tropical_jungle, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
5598, jungle, terralith:tropical_jungle, WATER_AMBIENT, tide:pike, 8, 2, 2
5599, jungle, terralith:tropical_jungle, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
5600, jungle, terralith:tropical_jungle, RASCALS, friendsandfoes:rascal, 5, 1, 1
5601, private, betterend:umbra_valley, MONSTER, endermanoverhaul:end_enderman, 5, 1, 2
5602, private, betterend:umbra_valley, MONSTER, endermanoverhaul:end_islands_enderman, 5, 1, 1
5603, private, betterend:umbra_valley, MONSTER, tconstruct:ender_slime, 10, 2, 4
5604, private, betterend:umbrella_jungle, MONSTER, minecraft:enderman, 50, 1, 2
5605, private, betterend:umbrella_jungle, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
5606, private, betterend:umbrella_jungle, MONSTER, endermanoverhaul:end_enderman, 5, 1, 2
5607, private, betterend:umbrella_jungle, MONSTER, endermanoverhaul:end_islands_enderman, 5, 1, 1
5608, private, betterend:umbrella_jungle, MONSTER, tconstruct:ender_slime, 10, 2, 4
5609, nether, betternether:upside_down_forest, MONSTER, minecraft:ghast, 50, 4, 4
5610, nether, betternether:upside_down_forest, MONSTER, minecraft:zombified_piglin, 80, 4, 4
5611, nether, betternether:upside_down_forest, MONSTER, minecraft:magma_cube, 5, 4, 4
5612, nether, betternether:upside_down_forest, MONSTER, betternether:skull, 5, 2, 4
5613, nether, betternether:upside_down_forest, MONSTER, minecraft:enderman, 5, 4, 4
5614, nether, betternether:upside_down_forest, MONSTER, minecraft:piglin, 15, 4, 4
5615, nether, betternether:upside_down_forest, MONSTER, minecraft:hoglin, 5, 1, 2
5616, nether, betternether:upside_down_forest, MONSTER, betternether:naga, 8, 3, 5
5617, nether, betternether:upside_down_forest, MONSTER, betternether:jungle_skeleton, 5, 2, 4
5618, nether, betternether:upside_down_forest, MONSTER, minecraft:piglin_brute, 5, 1, 1
5619, nether, betternether:upside_down_forest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
5620, nether, betternether:upside_down_forest, MONSTER, majruszsdifficulty:cerberus, 5, 1, 1
5621, nether, betternether:upside_down_forest, CREATURE, minecraft:strider, 60, 1, 2
5622, nether, betternether:upside_down_forest, AMBIENT, betternether:firefly, 5, 1, 3
5623, nether, betternether:upside_down_forest, AMBIENT, betternether:hydrogen_jellyfish, 5, 2, 6
5624, nether, betternether:upside_down_forest, AMBIENT, betternether:flying_pig, 5, 2, 4
5625, nether, betternether:upside_down_forest_cleared, MONSTER, minecraft:ghast, 50, 4, 4
5626, nether, betternether:upside_down_forest_cleared, MONSTER, minecraft:zombified_piglin, 80, 4, 4
5627, nether, betternether:upside_down_forest_cleared, MONSTER, minecraft:magma_cube, 5, 4, 4
5628, nether, betternether:upside_down_forest_cleared, MONSTER, betternether:skull, 5, 2, 4
5629, nether, betternether:upside_down_forest_cleared, MONSTER, minecraft:enderman, 5, 4, 4
5630, nether, betternether:upside_down_forest_cleared, MONSTER, minecraft:piglin, 15, 4, 4
5631, nether, betternether:upside_down_forest_cleared, MONSTER, minecraft:hoglin, 5, 1, 2
5632, nether, betternether:upside_down_forest_cleared, MONSTER, betternether:naga, 8, 3, 5
5633, nether, betternether:upside_down_forest_cleared, MONSTER, betternether:jungle_skeleton, 5, 2, 4
5634, nether, betternether:upside_down_forest_cleared, MONSTER, minecraft:piglin_brute, 5, 1, 1
5635, nether, betternether:upside_down_forest_cleared, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
5636, nether, betternether:upside_down_forest_cleared, MONSTER, majruszsdifficulty:cerberus, 5, 1, 1
5637, nether, betternether:upside_down_forest_cleared, CREATURE, minecraft:strider, 60, 1, 2
5638, nether, betternether:upside_down_forest_cleared, AMBIENT, betternether:firefly, 5, 1, 3
5639, nether, betternether:upside_down_forest_cleared, AMBIENT, betternether:hydrogen_jellyfish, 5, 2, 6
5640, nether, betternether:upside_down_forest_cleared, AMBIENT, betternether:flying_pig, 5, 2, 4
5641, private, terralith:valley_clearing, MONSTER, minecraft:spider, 80, 4, 4
5642, private, terralith:valley_clearing, MONSTER, minecraft:zombie, 80, 4, 4
5643, private, terralith:valley_clearing, MONSTER, minecraft:zombie_villager, 5, 1, 1
5644, private, terralith:valley_clearing, MONSTER, minecraft:skeleton, 80, 4, 4
5645, private, terralith:valley_clearing, MONSTER, minecraft:creeper, 80, 4, 4
5646, private, terralith:valley_clearing, MONSTER, minecraft:slime, 80, 4, 4
5647, private, terralith:valley_clearing, MONSTER, minecraft:enderman, 10, 1, 4
5648, private, terralith:valley_clearing, MONSTER, minecraft:witch, 5, 1, 1
5649, private, terralith:valley_clearing, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
5650, private, terralith:valley_clearing, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
5651, private, terralith:valley_clearing, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
5652, private, terralith:valley_clearing, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
5653, private, terralith:valley_clearing, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
5654, private, terralith:valley_clearing, MONSTER, tconstruct:earth_slime, 80, 2, 4
5655, private, terralith:valley_clearing, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
5656, private, terralith:valley_clearing, MONSTER, tconstruct:sky_slime, 80, 2, 4
5657, private, terralith:valley_clearing, MONSTER, majruszsdifficulty:tank, 5, 1, 1
5658, private, terralith:valley_clearing, CREATURE, minecraft:sheep, 12, 4, 4
5659, private, terralith:valley_clearing, CREATURE, minecraft:pig, 10, 4, 4
5660, private, terralith:valley_clearing, CREATURE, minecraft:chicken, 10, 4, 4
5661, private, terralith:valley_clearing, CREATURE, minecraft:cow, 8, 4, 4
5662, private, terralith:valley_clearing, CREATURE, minecraft:horse, 5, 1, 3
5663, private, terralith:valley_clearing, CREATURE, minecraft:donkey, 5, 1, 3
5664, private, terralith:valley_clearing, CREATURE, naturalist:bear, 8, 1, 2
5665, private, terralith:valley_clearing, CREATURE, naturalist:bluejay, 8, 1, 4
5666, private, terralith:valley_clearing, CREATURE, distantfriends:friend, 20, 1, 2
5667, private, terralith:valley_clearing, AMBIENT, minecraft:bat, 10, 8, 8
5668, private, terralith:valley_clearing, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5669, private, terralith:valley_clearing, WATER_AMBIENT, tide:bass, 10, 2, 3
5670, private, terralith:valley_clearing, WATER_AMBIENT, tide:bluegill, 10, 2, 3
5671, private, terralith:valley_clearing, WATER_AMBIENT, tide:catfish, 8, 2, 2
5672, private, terralith:valley_clearing, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
5673, private, terralith:valley_clearing, WATER_AMBIENT, tide:pike, 8, 2, 2
5674, private, terralith:valley_clearing, WATER_AMBIENT, tide:trout, 10, 2, 3
5675, private, terralith:valley_clearing, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
5676, private, terralith:valley_clearing, RASCALS, friendsandfoes:rascal, 5, 1, 1
5677, private, ad_astra:venus_wastelands, MONSTER, ad_astra:mogler, 80, 1, 3
5678, private, ad_astra:venus_wastelands, MONSTER, ad_astra:sulfur_creeper, 80, 1, 3
5679, private, ad_astra:venus_wastelands, MONSTER, ad_astra:zombified_pygro, 80, 1, 2
5680, private, nullscape:void_barrens, MONSTER, minecraft:enderman, 10, 4, 4
5681, private, nullscape:void_barrens, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
5682, private, nullscape:void_barrens, MONSTER, endermanoverhaul:end_enderman, 5, 1, 2
5683, private, nullscape:void_barrens, MONSTER, endermanoverhaul:end_islands_enderman, 5, 1, 1
5684, private, nullscape:void_barrens, MONSTER, tconstruct:ender_slime, 10, 2, 4
5685, private, terralith:volcanic_crater, MONSTER, minecraft:spider, 80, 4, 4
5686, private, terralith:volcanic_crater, MONSTER, minecraft:zombie, 80, 4, 4
5687, private, terralith:volcanic_crater, MONSTER, minecraft:zombie_villager, 5, 1, 1
5688, private, terralith:volcanic_crater, MONSTER, minecraft:skeleton, 80, 4, 4
5689, private, terralith:volcanic_crater, MONSTER, minecraft:creeper, 80, 4, 4
5690, private, terralith:volcanic_crater, MONSTER, minecraft:slime, 80, 4, 4
5691, private, terralith:volcanic_crater, MONSTER, minecraft:enderman, 10, 1, 4
5692, private, terralith:volcanic_crater, MONSTER, minecraft:witch, 5, 1, 1
5693, private, terralith:volcanic_crater, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
5694, private, terralith:volcanic_crater, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
5695, private, terralith:volcanic_crater, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
5696, private, terralith:volcanic_crater, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
5697, private, terralith:volcanic_crater, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
5698, private, terralith:volcanic_crater, MONSTER, tconstruct:earth_slime, 80, 2, 4
5699, private, terralith:volcanic_crater, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
5700, private, terralith:volcanic_crater, MONSTER, tconstruct:sky_slime, 80, 2, 4
5701, private, terralith:volcanic_crater, MONSTER, majruszsdifficulty:tank, 5, 1, 1
5702, private, terralith:volcanic_crater, CREATURE, distantfriends:friend, 20, 1, 2
5703, private, terralith:volcanic_crater, AMBIENT, minecraft:bat, 10, 8, 8
5704, private, terralith:volcanic_crater, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5705, private, terralith:volcanic_crater, WATER_AMBIENT, tide:bass, 10, 2, 3
5706, private, terralith:volcanic_crater, WATER_AMBIENT, tide:bluegill, 10, 2, 3
5707, private, terralith:volcanic_crater, WATER_AMBIENT, tide:guppy, 10, 2, 4
5708, private, terralith:volcanic_crater, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
5709, private, terralith:volcanic_crater, WATER_AMBIENT, tide:pike, 8, 2, 2
5710, private, terralith:volcanic_crater, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
5711, private, terralith:volcanic_crater, RASCALS, friendsandfoes:rascal, 5, 1, 1
5712, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:spider, 80, 4, 4
5713, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:zombie, 80, 4, 4
5714, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
5715, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
5716, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:slime, 80, 4, 4
5717, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:enderman, 10, 1, 4
5718, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:witch, 5, 1, 1
5719, extreme_hills, terralith:volcanic_peaks, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
5720, extreme_hills, terralith:volcanic_peaks, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
5721, extreme_hills, terralith:volcanic_peaks, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
5722, extreme_hills, terralith:volcanic_peaks, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
5723, extreme_hills, terralith:volcanic_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
5724, extreme_hills, terralith:volcanic_peaks, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
5725, extreme_hills, terralith:volcanic_peaks, MONSTER, tconstruct:earth_slime, 80, 2, 4
5726, extreme_hills, terralith:volcanic_peaks, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
5727, extreme_hills, terralith:volcanic_peaks, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
5728, extreme_hills, terralith:volcanic_peaks, MONSTER, tconstruct:sky_slime, 80, 2, 4
5729, extreme_hills, terralith:volcanic_peaks, MONSTER, majruszsdifficulty:tank, 5, 1, 1
5730, extreme_hills, terralith:volcanic_peaks, CREATURE, naturalist:canary, 8, 1, 4
5731, extreme_hills, terralith:volcanic_peaks, CREATURE, distantfriends:friend, 20, 1, 2
5732, extreme_hills, terralith:volcanic_peaks, CREATURE, naturalist:robin, 8, 1, 4
5733, extreme_hills, terralith:volcanic_peaks, CREATURE, naturalist:snail, 5, 1, 3
5734, extreme_hills, terralith:volcanic_peaks, AMBIENT, minecraft:bat, 10, 8, 8
5735, extreme_hills, terralith:volcanic_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5736, extreme_hills, terralith:volcanic_peaks, WATER_AMBIENT, tide:bass, 10, 2, 3
5737, extreme_hills, terralith:volcanic_peaks, WATER_AMBIENT, tide:bluegill, 10, 2, 3
5738, extreme_hills, terralith:volcanic_peaks, WATER_AMBIENT, tide:guppy, 10, 2, 4
5739, extreme_hills, terralith:volcanic_peaks, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
5740, extreme_hills, terralith:volcanic_peaks, WATER_AMBIENT, tide:pike, 8, 2, 2
5741, extreme_hills, terralith:volcanic_peaks, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
5742, extreme_hills, terralith:volcanic_peaks, RASCALS, friendsandfoes:rascal, 5, 1, 1
5743, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
5744, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
5745, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
5746, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
5747, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
5748, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
5749, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
5750, ocean, minecraft:warm_ocean, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
5751, ocean, minecraft:warm_ocean, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
5752, ocean, minecraft:warm_ocean, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
5753, ocean, minecraft:warm_ocean, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
5754, ocean, minecraft:warm_ocean, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
5755, ocean, minecraft:warm_ocean, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
5756, ocean, minecraft:warm_ocean, MONSTER, endermanoverhaul:coral_enderman, 5, 1, 2
5757, ocean, minecraft:warm_ocean, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
5758, ocean, minecraft:warm_ocean, MONSTER, tconstruct:earth_slime, 80, 2, 4
5759, ocean, minecraft:warm_ocean, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
5760, ocean, minecraft:warm_ocean, MONSTER, creeperoverhaul:ocean_creeper, 5, 1, 1
5761, ocean, minecraft:warm_ocean, MONSTER, tconstruct:sky_slime, 80, 2, 4
5762, ocean, minecraft:warm_ocean, MONSTER, majruszsdifficulty:tank, 5, 1, 1
5763, ocean, minecraft:warm_ocean, CREATURE, distantfriends:friend, 20, 1, 2
5764, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
5765, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5766, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
5767, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
5768, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
5769, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
5770, ocean, minecraft:warm_ocean, WATER_AMBIENT, tide:angelfish, 10, 2, 3
5771, ocean, minecraft:warm_ocean, WATER_AMBIENT, tide:barracuda, 8, 2, 2
5772, ocean, minecraft:warm_ocean, WATER_AMBIENT, tide:mackerel, 10, 2, 3
5773, ocean, minecraft:warm_ocean, WATER_AMBIENT, tide:sailfish, 8, 2, 3
5774, ocean, minecraft:warm_ocean, WATER_AMBIENT, tide:tuna, 10, 2, 3
5775, ocean, minecraft:warm_ocean, RASCALS, friendsandfoes:rascal, 5, 1, 1
5776, river, terralith:warm_river, MONSTER, minecraft:spider, 80, 4, 4
5777, river, terralith:warm_river, MONSTER, minecraft:zombie, 80, 4, 4
5778, river, terralith:warm_river, MONSTER, minecraft:zombie_villager, 5, 1, 1
5779, river, terralith:warm_river, MONSTER, minecraft:skeleton, 80, 4, 4
5780, river, terralith:warm_river, MONSTER, minecraft:creeper, 80, 4, 4
5781, river, terralith:warm_river, MONSTER, minecraft:slime, 80, 4, 4
5782, river, terralith:warm_river, MONSTER, minecraft:enderman, 10, 1, 4
5783, river, terralith:warm_river, MONSTER, minecraft:witch, 5, 1, 1
5784, river, terralith:warm_river, MONSTER, minecraft:drowned, 80, 1, 1
5785, river, terralith:warm_river, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
5786, river, terralith:warm_river, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
5787, river, terralith:warm_river, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
5788, river, terralith:warm_river, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
5789, river, terralith:warm_river, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
5790, river, terralith:warm_river, MONSTER, tconstruct:earth_slime, 80, 2, 4
